n_mol,T_celsius,V_L
6.964691855978616,28.613933495037948,1.9074058142568124
5.513147690828912,71.94689697855631,2.692425840497844
9.807641983846155,68.48297385848633,2.9237276059374437
3.9211751819415053,34.31780161508694,3.9161988295361665
4.385722446796244,5.967789660956835,2.5921770213217257
7.379954057320357,18.24917304535,1.7018070245899701
5.3155137384183835,53.18275870968661,3.5376038342052842
8.494317940777895,72.44553248606353,3.4440940427103315
7.224433825702215,32.29589138531782,2.4471546224892564
2.282632308789556,29.371404638882936,3.523904495417951
0.9210493994507518,43.37011726795282,2.723451053318575
4.936850976503062,42.5830290295828,2.249044891889861
4.2635130696280825,89.33891631171348,4.7766400728155185
5.018366758843365,62.39529517921112,1.4624735803171829
3.1728548182032092,41.48262119536318,4.465236631533464
2.504553653965067,48.303426426270434,4.94223914244282
5.194851192598094,61.28945257629677,1.482514663961295
8.263408005068332,60.30601284109274,3.1802720258658597
3.427638337743084,30.41207890271841,2.6680888440988064
6.813007657927966,87.5456841795175,3.0416893499120445
